clock,bono_net.if.in[ens160],bono_net.if.out[ens160],"bono_proc.num[,,run]",bono_proc.num[],bono_system.cpu.intr,"bono_system.cpu.load[percpu,avg1]","bono_system.cpu.load[percpu,avg15]","bono_system.cpu.load[percpu,avg5]",bono_system.cpu.switches,"bono_system.cpu.util[,idle]","bono_system.cpu.util[,interrupt]","bono_system.cpu.util[,iowait]","bono_system.cpu.util[,nice]","bono_system.cpu.util[,softirq]","bono_system.cpu.util[,steal]","bono_system.cpu.util[,system]","bono_system.cpu.util[,user]","bono_system.swap.size[,free]","bono_system.swap.size[,pfree]","bono_system.swap.size[,total]","bono_vfs.fs.inode[/,pfree]","bono_vfs.fs.inode[/boot,pfree]","bono_vfs.fs.inode[/var/lib/docker/aufs,pfree]","bono_vfs.fs.inode[/var/lib/kubelet,pfree]","bono_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/,pfree]","bono_vfs.fs.size[/,total]","bono_vfs.fs.size[/,used]","bono_vfs.fs.size[/boot,free]","bono_vfs.fs.size[/boot,pfree]","bono_vfs.fs.size[/boot,total]","bono_vfs.fs.size[/boot,used]","bono_vfs.fs.size[/var/lib/docker/aufs,pfree]","bono_vfs.fs.size[/var/lib/docker/aufs,total]","bono_vfs.fs.size[/var/lib/docker/aufs,used]","bono_vfs.fs.size[/var/lib/kubelet,free]","bono_vfs.fs.size[/var/lib/kubelet,pfree]","bono_vfs.fs.size[/var/lib/kubelet,total]","bono_vfs.fs.size[/var/lib/kubelet,used]","bono_vfs.fs.size[/var/lib/rancher/volumes,free]","bono_vfs.fs.size[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/var/lib/rancher/volumes,total]","bono_vfs.fs.size[/var/lib/rancher/volumes,used]",bono_vm.memory.size[available],bono_vm.memory.size[total],homestead_net.if.in[ens160],homestead_net.if.out[ens160],"homestead_proc.num[,,run]",homestead_proc.num[],homestead_system.cpu.intr,"homestead_system.cpu.load[percpu,avg1]","homestead_system.cpu.load[percpu,avg15]","homestead_system.cpu.load[percpu,avg5]",homestead_system.cpu.switches,"homestead_system.cpu.util[,idle]","homestead_system.cpu.util[,interrupt]","homestead_system.cpu.util[,iowait]","homestead_system.cpu.util[,nice]","homestead_system.cpu.util[,softirq]","homestead_system.cpu.util[,steal]","homestead_system.cpu.util[,system]","homestead_system.cpu.util[,user]","homestead_system.swap.size[,free]","homestead_system.swap.size[,pfree]","homestead_system.swap.size[,total]","homestead_vfs.fs.inode[/,pfree]","homestead_vfs.fs.inode[/boot,pfree]","homestead_vfs.fs.inode[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.inode[/var/lib/kubelet,pfree]","homestead_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/,pfree]","homestead_vfs.fs.size[/,total]","homestead_vfs.fs.size[/,used]","homestead_vfs.fs.size[/boot,free]","homestead_vfs.fs.size[/boot,pfree]","homestead_vfs.fs.size[/boot,total]","homestead_vfs.fs.size[/boot,used]","homestead_vfs.fs.size[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.size[/var/lib/docker/aufs,total]","homestead_vfs.fs.size[/var/lib/docker/aufs,used]","homestead_vfs.fs.size[/var/lib/kubelet,free]","homestead_vfs.fs.size[/var/lib/kubelet,pfree]","homestead_vfs.fs.size[/var/lib/kubelet,total]","homestead_vfs.fs.size[/var/lib/kubelet,used]","homestead_vfs.fs.size[/var/lib/rancher/volumes,free]","homestead_vfs.fs.size[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/var/lib/rancher/volumes,total]","homestead_vfs.fs.size[/var/lib/rancher/volumes,used]",homestead_vm.memory.size[available],homestead_vm.memory.size[total],sprout_net.if.in[ens160],sprout_net.if.out[ens160],"sprout_proc.num[,,run]",sprout_proc.num[],sprout_system.cpu.intr,"sprout_system.cpu.load[percpu,avg1]","sprout_system.cpu.load[percpu,avg15]","sprout_system.cpu.load[percpu,avg5]",sprout_system.cpu.switches,"sprout_system.cpu.util[,idle]","sprout_system.cpu.util[,interrupt]","sprout_system.cpu.util[,iowait]","sprout_system.cpu.util[,nice]","sprout_system.cpu.util[,softirq]","sprout_system.cpu.util[,steal]","sprout_system.cpu.util[,system]","sprout_system.cpu.util[,user]","sprout_system.swap.size[,free]","sprout_system.swap.size[,pfree]","sprout_system.swap.size[,total]","sprout_vfs.fs.inode[/,pfree]","sprout_vfs.fs.inode[/boot,pfree]","sprout_vfs.fs.inode[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.inode[/var/lib/kubelet,pfree]","sprout_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/,pfree]","sprout_vfs.fs.size[/,total]","sprout_vfs.fs.size[/,used]","sprout_vfs.fs.size[/boot,free]","sprout_vfs.fs.size[/boot,pfree]","sprout_vfs.fs.size[/boot,total]","sprout_vfs.fs.size[/boot,used]","sprout_vfs.fs.size[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.size[/var/lib/docker/aufs,total]","sprout_vfs.fs.size[/var/lib/docker/aufs,used]","sprout_vfs.fs.size[/var/lib/kubelet,free]","sprout_vfs.fs.size[/var/lib/kubelet,pfree]","sprout_vfs.fs.size[/var/lib/kubelet,total]","sprout_vfs.fs.size[/var/lib/kubelet,used]","sprout_vfs.fs.size[/var/lib/rancher/volumes,free]","sprout_vfs.fs.size[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/var/lib/rancher/volumes,total]","sprout_vfs.fs.size[/var/lib/rancher/volumes,used]",sprout_vm.memory.size[available],sprout_vm.memory.size[total],sla level,successful rate
1529510252,56344,49632,4,201,702,0.05,0.02,0.05,1787,96.3892,0.0,0.4345,0.0334,0.2006,0.0,1.1529,1.8549,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1744,79680208896,7429013504,408983552,87.2071,494512128,59996160,90.1744,79680208896,7429021696,68179996672,90.1744,79680208896,7429013504,68179996672,90.1744,79680208896,7429013504,7810514944,8371621888,5137992,4856728,2,207,3209,0.56,0.29,0.36,5912,74.4681,0.0,0.3518,0.0168,7.1333,0.0,4.6909,13.2496,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5937,79680208896,7111983104,408983552,87.2071,494512128,59996160,90.5936,79680208896,7112060928,68496785408,90.5934,79680208896,7112224768,68496871424,90.5935,79680208896,7112138752,7764160512,8371621888,25422088,27609296,3,204,5484,2.04,2.11,2.1,9937,21.3304,0.0,0.0508,0.0,20.2104,0.0,9.527,48.8648,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8947,79680208896,6884409344,408983552,87.2071,494512128,59996160,90.8617,79680208896,6909370368,68724609024,90.8947,79680208896,6884401152,68699631616,90.8617,79680208896,6909378560,6641684480,8371621888,0,100.00%
1529510257,99456,45424,2,201,610,0.05,0.02,0.05,1352,96.2926,0.0,0.4176,0.0334,0.2171,0.0,1.1529,1.854,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1744,79680208896,7429029888,408983552,87.2071,494512128,59996160,90.1744,79680208896,7429029888,68179988480,90.1744,79680208896,7429021696,68179988480,90.1744,79680208896,7429021696,7810531328,8371621888,5087768,4399696,2,207,3266,0.52,0.29,0.36,6185,74.2259,0.0,0.3686,0.0168,7.1991,0.0,4.7547,13.2708,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5933,79680208896,7112302592,408983552,87.2071,494512128,59996160,90.5931,79680208896,7112462336,68496396288,90.5929,79680208896,7112613888,68496470016,90.593,79680208896,7112540160,7764205568,8371621888,25440560,27591808,2,208,5489,2.04,2.11,2.1,9741,21.1213,0.0,0.0509,0.0,20.1525,0.0,9.6239,48.9997,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8946,79680208896,6884466688,408983552,87.2071,494512128,59996160,90.8947,79680208896,6884438016,68724551680,90.8947,79680208896,6884458496,68724563968,90.8947,79680208896,6884446208,6641618944,8371621888,0,100.00%
1529510262,49736,67536,2,201,692,0.04,0.02,0.05,1461,96.2592,0.0,0.4342,0.0334,0.2171,0.0,1.202,1.8871,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1744,79680208896,7429038080,408983552,87.2071,494512128,59996160,90.1744,79680208896,7429046272,68179972096,90.1744,79680208896,7429038080,68179980288,90.1744,79680208896,7429029888,7810478080,8371621888,5108384,4384632,2,207,3218,0.48,0.29,0.35,5699,73.985,0.0,0.3508,0.0168,7.395,0.0,4.8756,13.3623,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5928,79680208896,7112691712,408983552,87.2071,494512128,59996160,90.5926,79680208896,7112851456,68495998976,90.5924,79680208896,7113011200,68496084992,90.5925,79680208896,7112929280,7763918848,8371621888,25462688,27729328,3,204,5559,1.87,2.1,2.06,10206,21.0919,0.0,0.0678,0.0,20.2407,0.0,9.5932,49.2201,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8946,79680208896,6884536320,408983552,87.2071,494512128,59996160,90.8946,79680208896,6884495360,68724494336,90.8946,79680208896,6884515840,68724502528,90.8946,79680208896,6884507648,6641508352,8371621888,0,100.00%
1529510267,101816,502224,2,201,609,0.04,0.02,0.05,1783,96.2252,0.0,0.4343,0.0334,0.2004,0.0,1.1857,1.9211,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1744,79680208896,7429046272,408983552,87.2071,494512128,59996160,90.1744,79680208896,7429054464,68179963904,90.1744,79680208896,7429046272,68179963904,90.1744,79680208896,7429046272,7810551808,8371621888,5043944,4390944,4,207,3188,0.44,0.29,0.34,5910,74.0605,0.0,0.3676,0.0167,7.4124,0.0,4.8772,13.2186,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5923,79680208896,7113084928,408983552,87.2071,494512128,59996160,90.5921,79680208896,7113224192,68495609856,90.5919,79680208896,7113400320,68495687680,90.592,79680208896,7113322496,7764168704,8371621888,25478160,28289688,4,204,5436,2.04,2.11,2.1,10280,20.9598,0.0,0.0678,0.0,20.1595,0.0,9.6457,49.2206,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8945,79680208896,6884597760,408983552,87.2071,494512128,59996160,90.8945,79680208896,6884552704,68724424704,90.8945,79680208896,6884585472,68724441088,90.8945,79680208896,6884569088,6641713152,8371621888,0,100.00%
1529510272,53472,37528,3,201,683,0.03,0.02,0.05,1437,96.2746,0.0,0.4679,0.0334,0.2005,0.0,1.1533,1.9051,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1744,79680208896,7429062656,408983552,87.2071,494512128,59996160,90.1744,79680208896,7429062656,68179947520,90.1744,79680208896,7429062656,68179955712,90.1744,79680208896,7429054464,7810568192,8371621888,5208656,4927248,2,207,3332,0.4,0.28,0.34,5639,74.0017,0.0,0.4008,0.0167,7.3517,0.0,4.9106,13.4269,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5918,79680208896,7113478144,408983552,87.2071,494512128,59996160,90.5915,79680208896,7113641984,68495212544,90.5913,79680208896,7113793536,68495290368,90.5914,79680208896,7113719808,7763660800,8371621888,25493752,27714448,3,204,5603,2.28,2.13,2.14,9631,20.6809,0.0,0.0678,0.0,20.0915,0.0,9.69,49.3982,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8944,79680208896,6884659200,408983552,87.2071,494512128,59996160,90.8944,79680208896,6884626432,68724363264,90.8944,79680208896,6884642816,68724375552,90.8944,79680208896,6884634624,6641786880,8371621888,0,100.00%
1529510277,99232,72424,2,201,597,0.03,0.02,0.05,1768,96.2233,0.0,0.4848,0.0334,0.2172,0.0,1.1698,1.9392,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1744,79680208896,7429070848,408983552,87.2071,494512128,59996160,90.1744,79680208896,7429070848,68179939328,90.1744,79680208896,7429070848,68179947520,90.1744,79680208896,7429062656,7810576384,8371621888,5072016,4383800,2,207,3191,0.37,0.28,0.33,6019,73.7615,0.0,0.4001,0.0167,7.374,0.0,4.9858,13.6523,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5912,79680208896,7113871360,408983552,87.2071,494512128,59996160,90.591,79680208896,7114031104,68494823424,90.5908,79680208896,7114186752,68494901248,90.5909,79680208896,7114108928,7763288064,8371621888,25436128,27550376,5,204,5500,2.1,2.11,2.11,10269,20.685,0.0,0.0678,0.0,20.2169,0.0,9.5828,49.4403,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8943,79680208896,6884724736,408983552,87.2071,494512128,59996160,90.8944,79680208896,6884687872,68724293632,90.8943,79680208896,6884716544,68724314112,90.8943,79680208896,6884696064,6641868800,8371621888,0,100.00%
1529510282,42104,43240,2,201,665,0.03,0.02,0.05,1601,96.37,0.0,0.3679,0.0334,0.1672,0.0,1.1871,1.9064,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1743,79680208896,7429083136,408983552,87.2071,494512128,59996160,90.1743,79680208896,7429091328,68179927040,90.1743,79680208896,7429083136,68179939328,90.1744,79680208896,7429070848,7810588672,8371621888,5127648,4425312,2,207,3234,0.34,0.28,0.33,5795,73.501,0.0,0.3996,0.0167,7.4129999999999985,0.0,5.0983,13.5698,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5907,79680208896,7114276864,408983552,87.2071,494512128,59996160,90.5905,79680208896,7114428416,68494422016,90.5903,79680208896,7114588160,68494499840,90.5904,79680208896,7114506240,7763169280,8371621888,25283856,27692888,3,204,5487,2.17,2.12,2.12,9927,20.403,0.0,0.0507,0.0,20.298,0.0,9.5311,49.6702,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8942,79680208896,6884782080,408983552,87.2071,494512128,59996160,90.8943,79680208896,6884745216,68724236288,90.8942,79680208896,6884773888,68724248576,90.8943,79680208896,6884761600,6641643520,8371621888,0,100.00%
1529510287,103784,496000,2,201,620,0.03,0.02,0.05,1692,96.3557,0.0,0.368,0.0,0.1505,0.0,1.2209,1.7896,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1743,79680208896,7429091328,408983552,87.2071,494512128,59996160,90.1743,79680208896,7429099520,68179918848,90.1743,79680208896,7429091328,68179918848,90.1743,79680208896,7429091328,7810580480,8371621888,5082632,4400456,5,207,3291,0.31,0.28,0.32,5858,73.6255,0.0,0.2998,0.0167,7.4142,0.0,5.1632,13.4266,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5902,79680208896,7114665984,408983552,87.2071,494512128,59996160,90.59,79680208896,7114825728,68494032896,90.5898,79680208896,7114977280,68494106624,90.5899,79680208896,7114899456,7763296256,8371621888,25669392,28283280,6,204,5245,2.16,2.12,2.12,9851,19.9324,0.0,0.0507,0.0,20.6017,0.0,9.6518,49.6872,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8941,79680208896,6884843520,408983552,87.2071,494512128,59996160,90.8942,79680208896,6884810752,68724174848,90.8942,79680208896,6884835328,68724183040,90.8942,79680208896,6884827136,6641745920,8371621888,0,100.00%
1529510292,47400,64384,2,201,679,0.02,0.02,0.04,1815,96.4047,0.0,0.3679,0.0,0.1673,0.0,1.2536,1.8227,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1743,79680208896,7429107712,408983552,87.2071,494512128,59996160,90.1743,79680208896,7429107712,68179910656,90.1743,79680208896,7429099520,68179910656,90.1743,79680208896,7429099520,7810506752,8371621888,5135760,4843512,2,207,3231,0.29,0.28,0.32,5747,73.6991,0.0,0.3174,0.0167,7.4575,0.0,5.1577,13.2287,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5897,79680208896,7115059200,408983552,87.2071,494512128,59996160,90.5895,79680208896,7115218944,68493627392,90.5892,79680208896,7115382784,68493701120,90.5893,79680208896,7115309056,7762804736,8371621888,25413864,27573096,2,204,5396,2.22,2.12,2.14,9962,19.9189,0.0,0.0506,0.0,20.6623,0.0,9.7619,49.7975,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8941,79680208896,6884913152,408983552,87.2071,494512128,59996160,90.8941,79680208896,6884872192,68724109312,90.8941,79680208896,6884900864,68724117504,90.8941,79680208896,6884892672,6641782784,8371621888,0,100.00%
1529510297,128504,64144,2,201,646,0.02,0.02,0.04,1410,96.4053,0.0,0.3345,0.0,0.1505,0.0,1.1875,1.9067,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1743,79680208896,7429115904,408983552,87.2071,494512128,59996160,90.1743,79680208896,7429115904,68179894272,90.1743,79680208896,7429115904,68179902464,90.1743,79680208896,7429107712,7810514944,8371621888,5101064,4427024,3,207,3288,0.26,0.27,0.31,6207,73.6104,0.0,0.3006,0.0,7.4946,0.0,5.2763,13.2242,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5891,79680208896,7115460608,408983552,87.2071,494512128,59996160,90.5889,79680208896,7115620352,68493312000,90.5888,79680208896,7115698176,68493389824,90.5889,79680208896,7115620352,7762722816,8371621888,25368712,27743296,3,204,5585,2.21,2.12,2.13,10258,19.6721,0.0,0.0508,0.0,20.6722,0.0,9.6108,49.9154,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.894,79680208896,6884958208,408983552,87.2071,494512128,59996160,90.894,79680208896,6884937728,68724060160,90.894,79680208896,6884950016,68724060160,90.894,79680208896,6884950016,6641782784,8371621888,0,100.00%
1529510302,48528,43064,2,201,714,0.02,0.02,0.04,1591,96.4214,0.0,0.3513,0.0,0.1338,0.0,1.2044,1.7902,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1743,79680208896,7429128192,408983552,87.2071,494512128,59996160,90.1743,79680208896,7429128192,68179881984,90.1743,79680208896,7429128192,68179894272,90.1743,79680208896,7429115904,7810527232,8371621888,5140176,4412112,6,207,3210,0.24,0.27,0.31,5865,73.6983,0.0,0.2838,0.0,7.4612,0.0,5.2421,13.2198,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5887,79680208896,7115771904,408983552,87.2071,494512128,59996160,90.5885,79680208896,7115935744,68492922880,90.5883,79680208896,7116087296,68493000704,90.5884,79680208896,7116009472,7762341888,8371621888,25535880,27607704,2,204,5592,2.35,2.13,2.16,9806,19.7331,0.0,0.1014,0.0,20.8897,0.0,9.7178,49.4844,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8939,79680208896,6885023744,408983552,87.2071,494512128,59996160,90.894,79680208896,6884986880,68723994624,90.8939,79680208896,6885015552,68724011008,90.8939,79680208896,6884999168,6641790976,8371621888,0,100.00%
1529510307,106264,521384,5,201,631,0.02,0.02,0.04,1802,96.6192,0.0,0.3348,0.0,0.1004,0.0,1.1881,1.7409,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1743,79680208896,7429136384,408983552,87.2071,494512128,59996160,90.1743,79680208896,7429136384,68179873792,90.1743,79680208896,7429136384,68179873792,90.1743,79680208896,7429136384,7810535424,8371621888,5068512,4376656,2,207,3195,0.3,0.28,0.3,5964,73.9239,0.0,0.2836,0.0,7.4099,0.0,5.1868,13.3278,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5882,79680208896,7116161024,408983552,87.2071,494512128,59996160,90.588,79680208896,7116312576,68492533760,90.5878,79680208896,7116476416,68492607488,90.5879,79680208896,7116402688,7762690048,8371621888,25526224,28132856,3,204,5579,2.16,2.12,2.13,10082,19.8715,0.0,0.0845,0.0,21.082,0.0,9.721,49.3829,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8938,79680208896,6885093376,408983552,87.2071,494512128,59996160,90.8939,79680208896,6885056512,68723929088,90.8938,79680208896,6885081088,68723941376,90.8939,79680208896,6885068800,6641696768,8371621888,0,100.00%
1529510312,49192,39976,2,201,693,0.02,0.02,0.04,1461,96.5696,0.0,0.318,0.0,0.1004,0.0,1.1883,1.7409,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1743,79680208896,7429144576,408983552,87.2071,494512128,59996160,90.1742,79680208896,7429152768,68179865600,90.1743,79680208896,7429144576,68179865600,90.1743,79680208896,7429144576,7810543616,8371621888,5155536,4913512,2,207,3279,0.28,0.27,0.31,5632,74.0741,0.0,0.2837,0.0,7.3037,0.0,5.1762,13.2343,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5877,79680208896,7116562432,408983552,87.2071,494512128,59996160,90.5875,79680208896,7116713984,68492136448,90.5873,79680208896,7116873728,68492218368,90.5874,79680208896,7116791808,7762432000,8371621888,25371696,27597152,2,204,5378,2.15,2.12,2.13,9993,19.9696,0.0,0.0846,0.0,20.9699,0.0,9.6905,49.2214,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8937,79680208896,6885163008,408983552,87.2071,494512128,59996160,90.8938,79680208896,6885117952,68723867648,90.8938,79680208896,6885142528,68723875840,90.8938,79680208896,6885134336,6641827840,8371621888,0,100.00%
1529510317,95280,47352,2,201,592,0.02,0.02,0.04,1781,96.6667,0.0,0.3516,0.0,0.067,0.0,1.1889,1.7247,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1742,79680208896,7429165056,408983552,87.2071,494512128,59996160,90.1742,79680208896,7429165056,68179857408,90.1742,79680208896,7429152768,68179857408,90.1742,79680208896,7429152768,7810691072,8371621888,5056152,4381000,2,207,3241,0.26,0.27,0.31,6017,74.2442,0.0,0.2672,0.0,7.2466,0.0,5.2421,13.0616,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5872,79680208896,7116951552,408983552,87.2071,494512128,59996160,90.587,79680208896,7117111296,68491747328,90.5868,79680208896,7117262848,68491821056,90.5869,79680208896,7117189120,7762432000,8371621888,25513136,27749696,3,204,5590,2.22,2.12,2.14,10063,20.122,0.0,0.0846,0.0,21.0767,0.0,9.6375,49.0272,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8937,79680208896,6885220352,408983552,87.2071,494512128,59996160,90.8937,79680208896,6885179392,68723802112,90.8937,79680208896,6885208064,68723810304,90.8937,79680208896,6885199872,6641745920,8371621888,0,100.00%
1529510322,50400,68136,4,201,706,0.01,0.02,0.04,1599,96.6845,0.0,0.3683,0.0,0.0837,0.0,1.1889,1.7244,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1742,79680208896,7429173248,408983552,87.2071,494512128,59996160,90.1742,79680208896,7429173248,68179836928,90.1742,79680208896,7429173248,68179845120,90.1742,79680208896,7429165056,7810506752,8371621888,5126624,4397552,3,207,3292,0.24,0.27,0.3,5808,74.3937,0.0,0.2845,0.0,7.0832,0.0,5.1514,13.0355,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5866,79680208896,7117348864,408983552,87.2071,494512128,59996160,90.5864,79680208896,7117508608,68491350016,90.5862,79680208896,7117660160,68491427840,90.5863,79680208896,7117582336,7761932288,8371621888,25413992,27600080,4,204,5508,2.12,2.12,2.12,10008,20.0712,0.0,0.0678,0.0,21.1839,0.0,9.6966,48.9412,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8936,79680208896,6885277696,408983552,87.2071,494512128,59996160,90.8936,79680208896,6885240832,68723740672,90.8936,79680208896,6885269504,68723752960,90.8936,79680208896,6885257216,6641745920,8371621888,0,100.00%
1529510327,102752,495616,2,201,595,0.01,0.02,0.04,1769,96.7515,0.0,0.3181,0.0,0.1005,0.0,1.1558,1.6575,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1742,79680208896,7429181440,408983552,87.2071,494512128,59996160,90.1742,79680208896,7429189632,68179828736,90.1742,79680208896,7429181440,68179828736,90.1742,79680208896,7429181440,7810711552,8371621888,5073856,4417336,2,207,3217,0.22,0.27,0.3,5830,74.4307,0.0,0.2679,0.0,7.0639,0.0,5.2085,13.109000000000002,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5861,79680208896,7117733888,408983552,87.2071,494512128,59996160,90.5859,79680208896,7117889536,68490964992,90.5857,79680208896,7118049280,68491038720,90.5858,79680208896,7117971456,7762059264,8371621888,25478712,28237248,2,204,5473,1.95,2.11,2.09,10161,19.9661,0.0,0.0848,0.0,21.1828,0.0,9.5965,48.7879,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8935,79680208896,6885343232,408983552,87.2071,494512128,59996160,90.8935,79680208896,6885306368,68723683328,90.8935,79680208896,6885326848,68723695616,90.8935,79680208896,6885314560,6641868800,8371621888,0,100.00%
1529510332,51392,53024,2,201,676,0.01,0.01,0.04,1685,96.7018,0.0,0.4351,0.0,0.1004,0.0,1.1883,1.6736,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1742,79680208896,7429193728,408983552,87.2071,494512128,59996160,90.1742,79680208896,7429201920,68179820544,90.1742,79680208896,7429189632,68179820544,90.1742,79680208896,7429189632,7810596864,8371621888,5162152,4889832,4,207,3271,0.36,0.28,0.29,5716,74.5187,0.0,0.2345,0.0,7.0639,0.0,5.0913,13.0988,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5856,79680208896,7118131200,408983552,87.2071,494512128,59996160,90.5854,79680208896,7118286848,68490559488,90.5852,79680208896,7118454784,68490637312,90.5853,79680208896,7118372864,7761682432,8371621888,25490952,27615832,3,204,5422,1.87,2.1,2.07,9718,20.2579,0.0,0.1018,0.0,21.4819,0.0,9.7284,48.5486,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8934,79680208896,6885400576,408983552,87.2071,494512128,59996160,90.8935,79680208896,6885363712,68723617792,90.8934,79680208896,6885392384,68723638272,90.8935,79680208896,6885371904,6641885184,8371621888,0,100.00%
1529510337,98368,69816,4,201,596,0.01,0.01,0.04,1576,96.6349,0.0,0.4685,0.0,0.1004,0.0,1.1885,1.6399,4171993088,97.1369,4294963200,95.472,99.7583,95.472,95.472,95.472,90.1742,79680208896,7429210112,408983552,87.2071,494512128,59996160,90.1742,79680208896,7429210112,68179808256,90.1742,79680208896,7429201920,68179808256,90.1742,79680208896,7429201920,7810613248,8371621888,5072712,4388496,2,207,3190,0.33,0.28,0.32,6037,74.6816,0.0,0.2348,0.0,7.0734,0.0,4.9992,12.8627,4204634112,97.8969,4294963200,95.561,99.7583,95.561,95.561,95.561,90.5851,79680208896,7118528512,408983552,87.2071,494512128,59996160,90.5849,79680208896,7118692352,68490166272,90.5847,79680208896,7118843904,68490240000,90.5848,79680208896,7118770176,7761534976,8371621888,25436000,27679360,4,204,5526,1.8,2.09,2.05,10306,20.095,0.0,0.1018,0.0,21.3655,0.0,9.7437,48.7358,4294963200,100.0,4294963200,95.5595,99.7583,95.5595,95.5595,95.5595,90.8933,79680208896,6885462016,408983552,87.2071,494512128,59996160,90.8934,79680208896,6885429248,68723560448,90.8933,79680208896,6885449728,68723568640,90.8934,79680208896,6885441536,6641934336,8371621888,0,100.00%
