clock,net.if.in[ens160],net.if.out[ens160],"proc.num[,,run]",proc.num[],system.cpu.intr,"system.cpu.load[percpu,avg1]","system.cpu.load[percpu,avg15]","system.cpu.load[percpu,avg5]",system.cpu.switches,"system.cpu.util[,idle]","system.cpu.util[,interrupt]","system.cpu.util[,iowait]","system.cpu.util[,nice]","system.cpu.util[,softirq]","system.cpu.util[,steal]","system.cpu.util[,system]","system.cpu.util[,user]","system.swap.size[,free]","system.swap.size[,pfree]","system.swap.size[,total]","vfs.fs.inode[/,pfree]","vfs.fs.inode[/boot,pfree]","vfs.fs.inode[/var/lib/docker/aufs,pfree]","vfs.fs.inode[/var/lib/kubelet,pfree]","vfs.fs.inode[/var/lib/rancher/volumes,pfree]","vfs.fs.size[/,pfree]","vfs.fs.size[/,total]","vfs.fs.size[/,used]","vfs.fs.size[/boot,free]","vfs.fs.size[/boot,pfree]","vfs.fs.size[/boot,total]","vfs.fs.size[/boot,used]","vfs.fs.size[/var/lib/docker/aufs,pfree]","vfs.fs.size[/var/lib/docker/aufs,total]","vfs.fs.size[/var/lib/docker/aufs,used]","vfs.fs.size[/var/lib/kubelet,free]","vfs.fs.size[/var/lib/kubelet,pfree]","vfs.fs.size[/var/lib/kubelet,total]","vfs.fs.size[/var/lib/kubelet,used]","vfs.fs.size[/var/lib/rancher/volumes,free]","vfs.fs.size[/var/lib/rancher/volumes,pfree]","vfs.fs.size[/var/lib/rancher/volumes,total]","vfs.fs.size[/var/lib/rancher/volumes,used]",vm.memory.size[available],vm.memory.size[total],normal,cpu,mem,io
1529575252,60016,63760,22,306,759,80.1000,9.8200,27.5000,2211,0.0000,0.0000,0.4333,0.0000,0.2333,0.0000,97.0838,2.2663,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1467,79680208896,7449997312,408983552,87.2071,494512128,59996160,90.1467,79680208896,7449997312,68159004672,90.1467,79680208896,7450005504,68159012864,90.1467,79680208896,7449997312,7782637568,8371621888,0,0,0,1
1529575257,100864,64552,10,306,802,81.7000,10.3000,28.7100,2303,0.0000,0.0000,0.3999,0.0000,0.2333,0.0000,97.0681,2.3159,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1467,79680208896,7450005504,408983552,87.2071,494512128,59996160,90.1467,79680208896,7450013696,68158996480,90.1467,79680208896,7450013696,68158996480,90.1467,79680208896,7450013696,7782645760,8371621888,0,0,0,1
1529575262,52312,44152,12,306,749,83.1600,10.7800,29.8900,2543,0.0000,0.0000,0.4999,0.0000,0.2000,0.0000,96.9843,2.2996,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1466,79680208896,7450021888,408983552,87.2071,494512128,59996160,90.1466,79680208896,7450021888,68158980096,90.1466,79680208896,7450030080,68158988288,90.1466,79680208896,7450021888,7782633472,8371621888,0,0,0,1
1529575267,101520,515224,24,306,770,84.5100,11.2600,32.2200,2149,0.0000,0.0000,0.4833,0.0000,0.2166,0.0000,96.9672,2.3163,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1466,79680208896,7450030080,408983552,87.2071,494512128,59996160,90.1466,79680208896,7450030080,68158971904,90.1466,79680208896,7450038272,68158971904,90.1466,79680208896,7450038272,7782662144,8371621888,0,0,0,1
1529575272,46592,64760,11,306,695,85.8300,11.7500,33.3400,2451,0.0000,0.0000,0.5165,0.0000,0.2166,0.0000,96.9677,2.2826,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1466,79680208896,7450038272,408983552,87.2071,494512128,59996160,90.1466,79680208896,7450046464,68158963712,90.1466,79680208896,7450046464,68158963712,90.1466,79680208896,7450046464,7782543360,8371621888,0,0,0,1
1529575277,98568,47832,12,306,783,86.9700,12.2200,34.4500,2329,0.0000,0.0000,0.4998,0.0000,0.2166,0.0000,96.9838,2.2989,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1466,79680208896,7450046464,408983552,87.2071,494512128,59996160,90.1466,79680208896,7450054656,68158955520,90.1466,79680208896,7450054656,68158955520,90.1466,79680208896,7450054656,7782559744,8371621888,0,0,0,1
1529575282,76184,46736,18,306,735,88.0100,12.6900,35.5400,2367,0.0000,0.0000,0.4999,0.0000,0.2332,0.0000,97.0343,2.2163,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1466,79680208896,7450062848,408983552,87.2071,494512128,59996160,90.1466,79680208896,7450062848,68158935040,90.1466,79680208896,7450075136,68158947328,90.1466,79680208896,7450062848,7782694912,8371621888,0,0,0,1
1529575287,79928,539416,5,306,824,88.9700,13.1600,36.6100,2777,0.0000,0.0000,0.6331,0.0000,0.2166,0.0000,96.8844,2.2659,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1466,79680208896,7450075136,408983552,87.2071,494512128,59996160,90.1466,79680208896,7450075136,68158926848,90.1466,79680208896,7450083328,68158926848,90.1466,79680208896,7450083328,7782428672,8371621888,0,0,0,1
1529575292,104024,48952,9,306,671,89.8500,13.6300,37.6600,1987,0.0000,0.0000,0.6331,0.0167,0.1999,0.0000,96.9182,2.1326,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1466,79680208896,7450083328,408983552,87.2071,494512128,59996160,90.1466,79680208896,7450091520,68158910464,90.1465,79680208896,7450099712,68158918656,90.1466,79680208896,7450091520,7782354944,8371621888,0,0,0,1
1529575297,54360,49576,7,306,841,90.6700,14.0900,37.6600,2146,0.0000,0.0000,0.6330,0.0167,0.1999,0.0000,97.0848,2.0990,4172206080,97.1418,4294963200,95.4714,99.7583,95.4714,95.4714,95.4714,90.1465,79680208896,7450099712,408983552,87.2071,494512128,59996160,90.1465,79680208896,7450099712,68158902272,90.1465,79680208896,7450107904,68158910464,90.1465,79680208896,7450099712,7782363136,8371621888,0,0,0,1
