timestamp,cpu/limit,cpu/request,cpu/usage,cpu/usage_rate,filesystem/limit,filesystem/usage,memory/cache,memory/limit,memory/major_page_faults,memory/major_page_faults_rate,memory/page_faults,memory/page_faults_rate,memory/request,memory/rss,memory/usage,memory/working_set,uptime,normal,cpu,mem,io
1529577280,0,0,8039355205254,704,79680208896,253952,87433216,0,0,0,24255655,331.0694580078125,0,1165893632,1253449728,1253408768,81710297,1,0,0,0
1529577300,0,0,8052311169444,724,79680208896,253952,87609344,0,0,0,24261832,345.49346923828125,0,1166680064,1254412288,1254371328,81730198,1,0,0,0
1529577320,0,0,8064451435954,718,79680208896,253952,87777280,0,0,0,24266185,257.79800415039057,0,1166680064,1254580224,1254539264,81750222,1,0,0,0
1529577340,0,0,8079295902741,744,79680208896,253952,87969792,0,0,0,24273120,347.7090759277344,0,1166680064,1254772736,1254731776,81770200,1,0,0,0
1529577360,0,0,8096449817893,705,79680208896,253952,88211456,0,0,0,24281494,344.2557678222656,0,1166680064,1254985728,1254944768,81790305,1,0,0,0
1529577380,0,0,8105609528755,720,79680208896,253952,88338432,0,0,0,24285061,280.44381713867193,0,1166680064,1255018496,1254973440,81810239,1,0,0,0
1529577400,0,0,8117359457993,724,79680208896,253952,88498176,0,0,0,24290921,361.402587890625,0,1166680064,1255301120,1255260160,81830159,1,0,0,0
1529577420,0,0,8140798700811,730,79680208896,253952,88813568,0,0,0,24300843,309.18804931640625,0,1166680064,1255583744,1255542784,81850177,1,0,0,0
1529577440,0,0,8149432484232,735,79680208896,253952,88928256,0,0,0,24304694,327.987060546875,0,1166680064,1255731200,1255690240,81870231,1,0,0,0
1529577460,0,0,8163263714933,707,79680208896,253952,89124864,0,0,0,24311531,349.6473388671875,0,1166680064,1255882752,1255841792,81890255,1,0,0,0
1529577480,0,0,8175963979734,723,79680208896,253952,89296896,0,0,0,24317692,350.81689453125,0,1166680064,1256099840,1256058880,81910195,1,0,0,0
1529577500,0,0,8197344837252,704,79680208896,253952,89595904,0,0,0,24327399,319.9112854003906,0,1166680064,1256402944,1256361984,81930207,1,0,0,0
1529577520,0,0,8204856510765,730,79680208896,253952,89698304,0,0,0,24330395,291.3811950683594,0,1166680064,1256378368,1256337408,81950179,1,0,0,0
1529577540,0,0,8227678963804,725,79680208896,253952,90009600,0,0,0,24340647,325.7922058105469,0,1166680064,1256812544,1256771584,81970172,1,0,0,0
1529577560,0,0,8238596513863,718,79680208896,253952,90161152,0,0,0,24346002,352.58953857421875,0,1166680064,1256964096,1256923136,81990254,1,0,0,0
1529577580,0,0,8247109196152,700,79680208896,253952,90279936,0,0,0,24349716,305.6541442871094,0,1166684160,1257086976,1257046016,82010213,1,0,0,0
