timestamp,cpu/limit,cpu/request,cpu/usage,cpu/usage_rate,filesystem/limit,filesystem/usage,memory/cache,memory/limit,memory/major_page_faults,memory/major_page_faults_rate,memory/page_faults,memory/page_faults_rate,memory/request,memory/rss,memory/usage,memory/working_set,uptime
1529509180,0,0,819478022860,196,79680208896,282624,306573312,0,0,0,1787643,117.25593566894531,0,95608832,402243584,402186240,13530479
1529509200,0,0,822489190663,186,79680208896,282624,307777536,0,0,0,1789385,108.07748413085938,0,96047104,403906560,403849216,13550408
1529509220,0,0,825955399549,211,79680208896,282624,309002240,0,0,0,1791213,111.28448486328125,0,96657408,405778432,405721088,13570347
1529509240,0,0,829156196476,184,79680208896,282624,310288384,0,0,0,1793888,153.9152374267578,0,97079296,407429120,407371776,13590406
1529509260,0,0,835288186439,180,79680208896,282624,312840192,0,0,0,1797939,119.0746841430664,0,97890304,410857472,410800128,13610358
1529509280,0,0,838569074964,185,79680208896,282624,314163200,0,0,0,1800625,151.91934204101562,0,98414592,412635136,412577792,13630420
1529509300,0,0,841399595653,188,79680208896,282624,315285504,0,0,0,1802656,135.48333740234375,0,98889728,414203904,414146560,13650350
1529509320,0,0,843627386303,176,79680208896,282624,316227584,0,0,0,1804352,134.16026306152344,0,99147776,415490048,415432704,13670382
1529509340,0,0,848768863325,182,79680208896,282624,318328832,0,0,0,1807569,114.46298217773438,0,99975168,418414592,418357248,13690417
1529509360,0,0,851570119629,182,79680208896,282624,319475712,0,0,0,1808977,91.5947265625,0,100339712,419934208,419876864,13710348
1529509380,0,0,856815853493,182,79680208896,282624,321617920,0,0,0,1812703,129.9687957763672,0,101101568,422834176,422776832,13730325
1529509400,0,0,859976762132,188,79680208896,282624,322863104,0,0,0,1814565,110.7509765625,0,101662720,424615936,424558592,13750330
1529509420,0,0,863046787455,184,79680208896,282624,324116480,0,0,0,1815995,85.96600341796875,0,102174720,426377216,426319872,13770397
1529509440,0,0,866477144109,177,79680208896,282624,325562368,0,0,0,1818704,139.89854431152344,0,102748160,428429312,428371968,13790421
1529509460,0,0,869830502189,186,79680208896,282624,326909952,0,0,0,1821391,149.37899780273438,0,103235584,430223360,430166016,13810408
1529509480,0,0,874981250523,172,79680208896,282624,329023488,0,0,0,1825279,130.34817504882812,0,104566784,433680384,433618944,13830382
1529509500,0,0,877082464315,185,79680208896,282624,329871360,0,0,0,1826614,117.5888900756836,0,104820736,434790400,434733056,13850400
1529509520,0,0,880662534280,193,79680208896,282624,331284480,0,0,0,1828540,104.3321304321289,0,105414656,436744192,436686848,13870441
1529509540,0,0,883957337881,184,79680208896,282624,332607488,0,0,0,1831198,148.5852813720703,0,105824256,438431744,438374400,13890333
1529509560,0,0,889889364236,184,79680208896,282624,335024128,0,0,0,1835049,119.74341583251953,0,106184704,441286656,441229312,13910380
1529509580,0,0,892680872372,187,79680208896,282624,336134144,0,0,0,1836764,115.31258392333984,0,106487808,442683392,442626048,13930456
1529509600,0,0,897535914706,180,79680208896,282624,338141184,0,0,0,1839882,116.0658187866211,0,107270144,445493248,445435904,13950423
1529509620,0,0,899504354199,184,79680208896,282624,338935808,0,0,0,1840969,102.0892333984375,0,107593728,446656512,446599168,13970421
1529509640,0,0,904263650506,182,79680208896,282624,340885504,0,0,0,1844681,142.28817749023438,0,108318720,449294336,449232896,13990387
1529509660,0,0,906789779566,188,79680208896,282624,341884928,0,0,0,1846101,105.81114196777344,0,108777472,450707456,450650112,14010410
1529509680,0,0,908856893809,176,79680208896,282624,342757376,0,0,0,1847448,114.9100112915039,0,109010944,451842048,451784704,14030367
1529509700,0,0,915127953872,183,79680208896,282624,345317376,0,0,0,1852216,139.5096893310547,0,109961216,455335936,455278592,14050397
1529509720,0,0,918783629709,184,79680208896,282624,346796032,0,0,0,1854861,133.376953125,0,110743552,457646080,457588736,14070406
1529509740,0,0,922390115060,184,79680208896,282624,348254208,0,0,0,1856984,108.72091674804688,0,111259648,459567104,459509760,14090417
1529509760,0,0,925548307454,190,79680208896,282624,349495296,0,0,0,1858731,105.51749420166016,0,111669248,461287424,461230080,14110370
1529509780,0,0,929933684845,157,79680208896,282624,351260672,0,0,0,1861914,114.46793365478516,0,112660480,464011264,463953920,14130337
1529509800,0,0,933221328653,194,79680208896,282624,352600064,0,0,0,1864566,156.65628051757812,0,113098752,465813504,465756160,14150389
1529509820,0,0,936526506064,184,79680208896,282624,353939456,0,0,0,1866954,133.19471740722656,0,113524736,467566592,467509248,14170318
1529509840,0,0,940933486989,183,79680208896,282624,355733504,0,0,0,1869407,101.92771911621094,0,114184192,469991424,469934080,14190407
1529509860,0,0,943095261814,202,79680208896,282624,356532224,0,0,0,1870744,125.37557220458984,0,114405376,471011328,470953984,14210379
1529509880,0,0,945735609727,180,79680208896,282624,357625856,0,0,0,1873217,169.44338989257812,0,114634752,472342528,472281088,14230373
1529509900,0,0,951670852524,186,79680208896,282624,359989248,0,0,0,1877345,130.02117919921875,0,115687424,475783168,475725824,14250395
1529509920,0,0,955262068303,179,79680208896,282624,361488384,0,0,0,1880018,133.66842651367188,0,116170752,477708288,477650944,14270345
1529509940,0,0,957204402200,180,79680208896,282624,362274816,0,0,0,1881083,99.02088928222656,0,116404224,478699520,478642176,14290429
1529509960,0,0,961743009457,175,79680208896,282624,364199936,0,0,0,1884507,132.4912567138672,0,117252096,481513472,481456128,14310429
1529509980,0,0,963606651499,174,79680208896,282624,364998656,0,0,0,1885577,99.95792388916016,0,117514240,482594816,482537472,14330410
1529510000,0,0,970381497013,180,79680208896,282624,367796224,0,0,0,1889757,111.5439224243164,0,118464512,486305792,486248448,14350390
1529510020,0,0,973087489579,175,79680208896,282624,368947200,0,0,0,1891848,135.99485778808594,0,118734848,487804928,487747584,14370399
1529510040,0,0,975409276892,184,79680208896,282624,369881088,0,0,0,1892959,88.45748901367188,0,119123968,489037824,488980480,14390325
1529510060,0,0,980825617286,187,79680208896,282624,372035584,0,0,0,1896257,114.34992980957031,0,120008704,492064768,492007424,14410412
